Codigo,Nome,Indice,Total,Não existe
3159407,Santa Rita de Ibitipoca (MG),0.9924,2232,2215
3159506,Santa Rita do Itueto (MG),1.0000,2566,2566
3159605,Santa Rita do Sapucaí (MG),0.9660,31718,30639
3159704,Santa Rosa da Serra (MG),0.9458,1956,1850
3159803,Santa Vitória (MG),0.9814,14334,14068
3159902,Santo Antônio do Amparo (MG),0.9676,15137,14646
3160009,Santo Antônio do Aventureiro (MG),0.9840,2374,2336
3160108,Santo Antônio do Grama (MG),1.0000,3365,3365
3160207,Santo Antônio do Itambé (MG),0.9146,1230,1125
3160306,Santo Antônio do Jacinto (MG),0.9598,6341,6086
3160405,Santo Antônio do Monte (MG),0.9006,21302,19185
3160454,Santo Antônio do Retiro (MG),0.9503,1590,1511
3160504,Santo Antônio do Rio Abaixo (MG),1.0000,887,887
3160603,Santo Hipólito (MG),0.9982,2233,2229
3160702,Santos Dumont (MG),0.9883,41193,40712
3160801,São Bento Abade (MG),0.9941,4236,4211
3160900,São Brás do Suaçuí (MG),1.0000,3128,3128
3160959,São Domingos das Dores (MG),0.9934,2573,2556
3161007,São Domingos do Prata (MG),0.9300,10434,9704
3161056,São Félix de Minas (MG),0.9784,2082,2037
3161106,São Francisco (MG),0.9876,34060,33637
3161205,São Francisco de Paula (MG),0.9853,4622,4554
3161304,São Francisco de Sales (MG),0.9909,4293,4254
3161403,São Francisco do Glória (MG),1.0000,3129,3129
3161502,São Geraldo (MG),1.0000,7226,7226
3161601,São Geraldo da Piedade (MG),0.9962,1048,1044
3161650,São Geraldo do Baixio (MG),1.0000,2438,2438
3161700,São Gonçalo do Abaeté (MG),0.7751,4161,3225
3161809,São Gonçalo do Pará (MG),0.9346,7940,7421
3161908,São Gonçalo do Rio Abaixo (MG),0.9991,4649,4645
3162005,São Gonçalo do Sapucaí (MG),0.9651,19637,18951
3162104,São Gotardo (MG),0.9914,29284,29033
3162203,São João Batista do Glória (MG),0.9885,5579,5515
3162252,São João da Lagoa (MG),0.9527,2388,2275
3162302,São João da Mata (MG),1.0000,1706,1706
3162401,São João da Ponte (MG),0.9757,8616,8407
3162450,São João das Missões (MG),0.9198,2431,2236
3162500,São João del Rei (MG),0.9949,79654,79248
3162559,São João do Manhuaçu (MG),0.9986,4178,4172
3162575,São João do Manteninha (MG),1.0000,2904,2904
3162609,São João do Oriente (MG),0.9976,6319,6304
3162658,São João do Pacuí (MG),0.9958,1921,1913
3162708,São João do Paraíso (MG),1.0000,10219,10219
3162807,São João Evangelista (MG),0.8808,10057,8858
3162906,São João Nepomuceno (MG),0.9969,23687,23614
3162922,São Joaquim de Bicas (MG),0.8753,21770,19056
3162948,São José da Barra (MG),0.9955,4882,4860
3162955,São José da Lapa (MG),0.9797,17889,17525
3163003,São José da Safira (MG),0.9891,2944,2912
3163102,São José da Varginha (MG),0.7585,2369,1797
3163201,São José do Alegre (MG),1.0000,2894,2894
3163300,São José do Divino (MG),0.9892,2686,2657
3163409,São José do Goiabal (MG),0.9859,3685,3633
3163508,São José do Jacuri (MG),0.9225,2000,1845
3163607,São José do Mantimento (MG),1.0000,1437,1437
3163706,São Lourenço (MG),0.9133,40784,37247
3163805,São Miguel do Anta (MG),0.9762,3738,3649
3163904,São Pedro da União (MG),0.9303,2755,2563
3164001,São Pedro dos Ferros (MG),0.9932,6732,6686
3164100,São Pedro do Suaçuí (MG),0.8110,2302,1867
3164209,São Romão (MG),0.9989,6413,6406
3164308,São Roque de Minas (MG),0.9907,4188,4149
3164407,São Sebastião da Bela Vista (MG),0.9863,2776,2738
3164431,São Sebastião da Vargem Alegre (MG),0.9913,1602,1588
3164472,São Sebastião do Anta (MG),0.8856,4205,3724
3164506,São Sebastião do Maranhão (MG),0.9737,3237,3152
3164605,São Sebastião do Oeste (MG),0.9928,2927,2906
3164704,São Sebastião do Paraíso (MG),0.9286,59711,55446
3164803,São Sebastião do Rio Preto (MG),1.0000,873,873
3164902,São Sebastião do Rio Verde (MG),1.0000,1321,1321
3165008,São Tiago (MG),0.9988,8436,8426
3165107,São Tomás de Aquino (MG),0.9922,5486,5443
3165206,São Thomé das Letras (MG),1.0000,3787,3787
3165305,São Vicente de Minas (MG),0.9993,5927,5923
3165404,Sapucaí-Mirim (MG),0.9987,3783,3778
3165503,Sardoá (MG),1.0000,1979,1979
3165537,Sarzedo (MG),0.9904,25478,25233
3165552,Setubinha (MG),0.9957,2790,2778
3165560,Sem-Peixe (MG),1.0000,1506,1506
3165578,Senador Amaral (MG),1.0000,3098,3098
3165602,Senador Cortes (MG),1.0000,1511,1511
3165701,Senador Firmino (MG),1.0000,4642,4642
3165800,Senador José Bento (MG),1.0000,682,682
3165909,Senador Modestino Gonçalves (MG),0.9927,1786,1773
3166006,Senhora de Oliveira (MG),0.9877,3241,3201
3166105,Senhora do Porto (MG),1.0000,1580,1580
3166204,Senhora dos Remédios (MG),1.0000,3421,3421
3166303,Sericita (MG),0.9779,3717,3635
3166402,Seritinga (MG),0.9528,1482,1412
3166501,Serra Azul de Minas (MG),1.0000,1706,1706
3166600,Serra da Saudade (MG),1.0000,524,524
3166709,Serra dos Aimorés (MG),0.9490,6761,6416
3166808,Serra do Salitre (MG),0.9742,7728,7529
3166907,Serrania (MG),0.9922,6537,6486
3166956,Serranópolis de Minas (MG),1.0000,1725,1725
3167004,Serranos (MG),0.9954,1536,1529
3167103,Serro (MG),0.9934,12808,12724
3167202,Sete Lagoas (MG),0.9228,208184,192108
3167301,Silveirânia (MG),1.0000,1428,1428
3167400,Silvianópolis (MG),0.9911,3494,3463
3167509,Simão Pereira (MG),0.9833,1496,1471
3167608,Simonésia (MG),0.9873,7072,6982
3167707,Sobrália (MG),1.0000,4128,4128
3167806,Soledade de Minas (MG),0.9987,3761,3756
3167905,Tabuleiro (MG),1.0000,2697,2697
3168002,Taiobeiras (MG),0.9970,24995,24920
3168051,Taparuba (MG),1.0000,1405,1405
3168101,Tapira (MG),1.0000,2404,2404
3168200,Tapiraí (MG),1.0000,1084,1084
3168309,Taquaraçu de Minas (MG),0.9168,1755,1609
3168408,Tarumirim (MG),0.9923,7950,7889
3168507,Teixeiras (MG),1.0000,7574,7574
3168606,Teófilo Otoni (MG),0.9115,112361,102414
3168705,Timóteo (MG),0.9684,78539,76061
3168804,Tiradentes (MG),0.9924,5403,5362
3168903,Tiros (MG),0.9869,4815,4752
3169000,Tocantins (MG),0.9521,12844,12229
3169059,Tocos do Moji (MG),1.0000,1017,1017
3169109,Toledo (MG),0.9879,2153,2127
3169208,Tombos (MG),0.9979,7556,7540
3169307,Três Corações (MG),0.9377,65609,61524
3169356,Três Marias (MG),0.9738,26773,26072
3169406,Três Pontas (MG),0.9908,45472,45054
3169505,Tumiritinga (MG),0.9750,4316,4208
3169604,Tupaciguara (MG),0.6785,21636,14680
3169703,Turmalina (MG),0.9925,12862,12765
3169802,Turvolândia (MG),0.9808,2860,2805
3169901,Ubá (MG),0.9715,96248,93507
3170008,Ubaí (MG),0.7089,5648,4004
3170057,Ubaporanga (MG),1.0000,6419,6419
3170107,Uberaba (MG),0.9793,285743,279842
3170206,Uberlândia (MG),0.8594,580561,498910
3170305,Umburatiba (MG),1.0000,1554,1554
3170404,Unaí (MG),0.9789,59265,58016
3170438,União de Minas (MG),1.0000,2651,2651
3170479,Uruana de Minas (MG),1.0000,1809,1809
3170503,Urucânia (MG),0.9368,7928,7427
3170529,Urucuia (MG),1.0000,6152,6152
3170578,Vargem Alegre (MG),0.9739,5256,5119
3170602,Vargem Bonita (MG),0.9965,1142,1138
3170651,Vargem Grande do Rio Pardo (MG),0.4469,2421,1082
3170701,Varginha (MG),0.9822,118734,116617
3170750,Varjão de Minas (MG),0.8351,4998,4174
3170800,Várzea da Palma (MG),0.9007,31216,28116
3170909,Varzelândia (MG),0.9723,8877,8631
3171006,Vazante (MG),0.9998,16094,16091
3171030,Verdelândia (MG),1.0000,4698,4698
3171071,Veredinha (MG),0.9976,3761,3752
3171105,Veríssimo (MG),0.9934,1969,1956
3171154,Vermelho Novo (MG),0.6804,1849,1258
3171204,Vespasiano (MG),0.9192,84080,77288
3171303,Viçosa (MG),0.9702,67078,65082
3171402,Vieiras (MG),0.9946,1851,1841
3171501,Mathias Lobato (MG),0.9993,3060,3058
3171600,Virgem da Lapa (MG),0.9968,6837,6815
3171709,Virgínia (MG),0.9657,3902,3768
3171808,Virginópolis (MG),0.9963,6147,6124
3171907,Virgolândia (MG),0.9929,3392,3368
3172004,Visconde do Rio Branco (MG),0.9946,32204,32029
3172103,Volta Grande (MG),0.7365,3787,2789
3172202,Wenceslau Braz (MG),0.9802,1264,1239
3200102,Afonso Cláudio (ES),0.9945,15757,15671
3200136,Águia Branca (ES),0.9786,3044,2979
3200169,Água Doce do Norte (ES),0.9912,6667,6608
3200201,Alegre (ES),0.9990,20375,20355
3200300,Alfredo Chaves (ES),0.9908,6541,6481
3200359,Alto Rio Novo (ES),0.9779,4256,4162
3200409,Anchieta (ES),0.9985,17595,17568
3200508,Apiacá (ES),1.0000,5211,5211
3200607,Aracruz (ES),0.9546,71122,67895
3200706,Atilio Vivacqua (ES),0.9941,6106,6070
3200805,Baixo Guandu (ES),0.9472,22368,21187
3200904,Barra de São Francisco (ES),0.9845,26216,25810
3201001,Boa Esperança (ES),1.0000,9982,9982
3201100,Bom Jesus do Norte (ES),0.9389,8642,8114
3201159,Brejetuba (ES),0.9968,3394,3383
3201209,Cachoeiro de Itapemirim (ES),0.9546,156483,149380
3201308,Cariacica (ES),0.9483,324210,307446
3201407,Castelo (ES),0.9838,21541,21193
3201506,Colatina (ES),0.9839,90201,88752
3201605,Conceição da Barra (ES),0.8969,22428,20116
3201704,Conceição do Castelo (ES),0.9710,5889,5718
3201803,Divino de São Lourenço (ES),1.0000,1742,1742
3201902,Domingos Martins (ES),0.9975,7709,7690
3202009,Dores do Rio Preto (ES),0.9771,3540,3459
3202108,Ecoporanga (ES),0.9520,14708,14002
3202207,Fundão (ES),0.9352,13108,12258
3202256,Governador Lindenberg (ES),0.9777,4212,4118
3202306,Guaçuí (ES),0.9843,22293,21943
3202405,Guarapari (ES),0.9097,89575,81483
3202454,Ibatiba (ES),0.8932,13347,11921
3202504,Ibiraçu (ES),0.9934,8673,8616
3202553,Ibitirama (ES),1.0000,3169,3169
3202603,Iconha (ES),0.6740,7252,4888
3202652,Irupi (ES),0.0321,6955,223
3202702,Itaguaçu (ES),0.9810,8040,7887
3202801,Itapemirim (ES),0.9818,18545,18207
3202900,Itarana (ES),0.9919,4093,4060
3203007,Iúna (ES),0.9979,14982,14951
3203056,Jaguaré (ES),0.8256,14986,12372
3203106,Jerônimo Monteiro (ES),0.9911,8507,8431
3203130,João Neiva (ES),0.9961,12971,12920
3203163,Laranja da Terra (ES),0.9864,3527,3479
3203205,Linhares (ES),0.9640,108364,104459
3203304,Mantenópolis (ES),0.8682,8589,7457
3203320,Marataízes (ES),0.9557,26061,24907
3203346,Marechal Floriano (ES),0.9923,7376,7319
3203353,Marilândia (ES),0.9972,5647,5631
3203403,Mimoso do Sul (ES),0.9996,16104,16097
3203502,Montanha (ES),0.9895,13480,13338
3203601,Mucurici (ES),0.9967,3585,3573
3203700,Muniz Freire (ES),0.9927,8666,8603
3203809,Muqui (ES),0.9870,9250,9130
3203908,Nova Venécia (ES),0.9518,30669,29191
3204005,Pancas (ES),0.9668,10064,9730
3204054,Pedro Canário (ES),0.9291,21997,20438
3204104,Pinheiros (ES),0.9982,18679,18645
3204203,Piúma (ES),0.9951,16852,16770
3204252,Ponto Belo (ES),0.9403,5560,5228
3204302,Presidente Kennedy (ES),0.9866,3440,3394
3204351,Rio Bananal (ES),0.9213,6781,6247
3204401,Rio Novo do Sul (ES),0.9941,6274,6237
3204500,Santa Leopoldina (ES),0.9766,2608,2547
3204559,Santa Maria de Jetibá (ES),0.9542,9850,9399
3204609,Santa Teresa (ES),0.9922,11747,11655
3204658,São Domingos do Norte (ES),1.0000,3436,3436
3204708,São Gabriel da Palha (ES),0.9839,24262,23872
3204807,São José do Calçado (ES),0.9915,8305,8234
3204906,São Mateus (ES),0.9736,71676,69785
3204955,São Roque do Canaã (ES),0.9828,5574,5478
3205002,Serra (ES),0.9480,384079,364111
3205010,Sooretama (ES),0.7702,16837,12968
3205036,Vargem Alta (ES),0.9818,6690,6568
3205069,Venda Nova do Imigrante (ES),0.9889,14802,14637
3205101,Viana (ES),0.9694,56015,54301
3205150,Vila Pavão (ES),1.0000,2994,2994
3205176,Vila Valério (ES),0.9872,4757,4696
3205200,Vila Velha (ES),0.9472,385296,364941
3205309,Vitória (ES),0.9891,299922,296649
3300100,Angra dos Reis (RJ),0.9555,150897,144179
3300159,Aperibé (RJ),0.9903,8854,8768
3300209,Araruama (RJ),0.9097,105368,95854
3300225,Areal (RJ),0.9894,9896,9791
3300233,Armação dos Búzios (RJ),0.9516,27400,26073
3300258,Arraial do Cabo (RJ),0.9337,24002,22410
3300308,Barra do Piraí (RJ),0.9416,91929,86560
3300407,Barra Mansa (RJ),0.9706,175834,170670
3300456,Belford Roxo (RJ),0.8701,468215,407395
3300506,Bom Jardim (RJ),0.9626,18378,17690
3300605,Bom Jesus do Itabapoana (RJ),0.9964,29744,29638
3300704,Cabo Frio (RJ),0.8941,162525,145318
3300803,Cachoeiras de Macacu (RJ),0.9739,39033,38013
3300902,Cambuci (RJ),0.9896,11260,11143
3300936,Carapebus (RJ),0.9645,10506,10133
3300951,Comendador Levy Gasparian (RJ),0.9791,7850,7686
3301009,Campos dos Goytacazes (RJ),0.8814,410548,361870
3301108,Cantagalo (RJ),0.9729,15302,14888
3301157,Cardoso Moreira (RJ),0.9394,8751,8221
3301207,Carmo (RJ),0.9933,15113,15012
3301306,Casimiro de Abreu (RJ),0.9854,28084,27674
3301405,Conceição de Macabu (RJ),0.9965,18275,18211
3301504,Cordeiro (RJ),0.9969,19856,19794
3301603,Duas Barras (RJ),0.9995,7712,7708
3301702,Duque de Caxias (RJ),0.9194,820911,754763
3301801,Engenheiro Paulo de Frontin (RJ),0.9993,9841,9834
3301850,Guapimirim (RJ),0.9320,49523,46154
3301876,Iguaba Grande (RJ),0.9940,22836,22698
3301900,Itaboraí (RJ),0.8976,206137,185024
3302007,Itaguaí (RJ),0.9632,101753,98010
3302056,Italva (RJ),0.9817,10236,10049
3302106,Itaocara (RJ),0.9878,17751,17535
3302205,Itaperuna (RJ),0.9884,87754,86736
3302254,Itatiaia (RJ),0.9717,26625,25872
3302270,Japeri (RJ),0.9127,88906,81143
3302304,Laje do Muriaé (RJ),0.9782,5634,5511
3302403,Macaé (RJ),0.9571,198404,189891
3302452,Macuco (RJ),0.8989,4589,4125
3302502,Magé (RJ),0.9313,209796,195377
3302601,Mangaratiba (RJ),0.9537,29058,27713
3302700,Maricá (RJ),0.7833,118437,92775
3302809,Mendes (RJ),0.9903,17682,17511
3302858,Mesquita (RJ),0.8763,167162,146490
3302908,Miguel Pereira (RJ),0.9847,21474,21146
3303005,Miracema (RJ),0.9881,24691,24396
3303104,Natividade (RJ),0.9869,11990,11833
3303203,Nilópolis (RJ),0.9629,155579,149814
3303302,Niterói (RJ),0.9297,409668,380877
3303401,Nova Friburgo (RJ),0.9801,159888,156706
3303500,Nova Iguaçu (RJ),0.9136,784555,716784
3303609,Paracambi (RJ),0.9752,41363,40338
3303708,Paraíba do Sul (RJ),0.9909,37286,36947
3303807,Paraty (RJ),0.9653,27346,26398
3303856,Paty do Alferes (RJ),0.9593,18479,17726
3303906,Petrópolis (RJ),0.9131,268382,245054
3303955,Pinheiral (RJ),0.9896,20371,20159
3304003,Piraí (RJ),0.9632,21958,21149
3304102,Porciúncula (RJ),1.0000,13837,13837
3304110,Porto Real (RJ),0.9180,16439,15091
3304128,Quatis (RJ),0.9381,11793,11063
3304144,Queimados (RJ),0.9146,133313,121934
3304151,Quissamã (RJ),0.9489,12962,12300
3304201,Resende (RJ),0.9439,113826,107440
3304300,Rio Bonito (RJ),0.9225,40628,37478
3304409,Rio Claro (RJ),0.9979,13741,13712
3304508,Rio das Flores (RJ),1.0000,5951,5951
3304524,Rio das Ostras (RJ),0.8562,97504,83483
3304557,Rio de Janeiro (RJ),0.9261,5426838,5025823
3304607,Santa Maria Madalena (RJ),0.9810,6274,6155
3304706,Santo Antônio de Pádua (RJ),0.9959,31689,31560
3304755,São Francisco de Itabapoana (RJ),0.9815,21010,20621
3304805,São Fidélis (RJ),0.9833,29917,29416
3304904,São Gonçalo (RJ),0.8398,990001,831392
3305000,São João da Barra (RJ),0.9686,25125,24337
3305109,São João de Meriti (RJ),0.9067,446505,404863
3305133,São José de Ubá (RJ),1.0000,3089,3089
3305158,São José do Vale do Rio Preto (RJ),0.9876,14233,14056
3305208,São Pedro da Aldeia (RJ),0.7567,82471,62408
3305307,São Sebastião do Alto (RJ),0.9970,4608,4594
3305406,Sapucaia (RJ),0.9928,13247,13151
3305505,Saquarema (RJ),0.8867,70251,62294
3305554,Seropédica (RJ),0.9390,72825,68384
3305604,Silva Jardim (RJ),0.9939,15867,15770
3305703,Sumidouro (RJ),0.9962,5827,5805
3305752,Tanguá (RJ),0.9865,26329,25974
3305802,Teresópolis (RJ),0.8684,105102,91271
3305901,Trajano de Moraes (RJ),0.9421,5389,5077
3306008,Três Rios (RJ),0.9665,72888,70449
3306107,Valença (RJ),0.9803,62759,61520
3306156,Varre-Sai (RJ),0.9927,5775,5733
3306206,Vassouras (RJ),0.9741,23101,22503
3306305,Volta Redonda (RJ),0.9551,250457,239220
3500105,Adamantina (SP),0.9844,31695,31199
3500204,Adolfo (SP),1.0000,3200,3200
3500303,Aguaí (SP),0.9972,28182,28102
3500402,Águas da Prata (SP),1.0000,6695,6695
3500501,Águas de Lindóia (SP),0.9733,6886,6702
3500550,Águas de Santa Bárbara (SP),0.9951,4245,4224
3500600,Águas de São Pedro (SP),0.9974,2687,2680
3500709,Agudos (SP),0.9794,32261,31596
3500758,Alambari (SP),0.9975,3671,3662
3500808,Alfredo Marcondes (SP),0.8305,2685,2230
3500907,Altair (SP),1.0000,2998,2998
3501004,Altinópolis (SP),0.9837,13548,13327
3501103,Alto Alegre (SP),1.0000,3234,3234
3501152,Alumínio (SP),0.9917,14076,13959
3501202,Álvares Florence (SP),1.0000,2648,2648
3501301,Álvares Machado (SP),0.8501,20257,17221
3501400,Álvaro de Carvalho (SP),1.0000,2952,2952
3501509,Alvinlândia (SP),0.9903,2688,2662
3501608,Americana (SP),0.9817,208976,205149
3501707,Américo Brasiliense (SP),0.9801,34097,33417
3501806,Américo de Campos (SP),0.9979,4782,4772
3501905,Amparo (SP),0.9794,52531,51447
3502002,Analândia (SP),1.0000,3376,3376
3502101,Andradina (SP),0.9984,49207,49129
3502200,Angatuba (SP),0.9120,15904,14505
3502309,Anhembi (SP),0.9955,4223,4204
3502408,Anhumas (SP),0.9885,3038,3003
3502507,Aparecida (SP),0.9464,34084,32257
3502606,Aparecida d'Oeste (SP),0.9994,3623,3621
3502705,Apiaí (SP),0.9349,18138,16957
3502754,Araçariguama (SP),0.9187,11232,10319
3502804,Araçatuba (SP),0.9884,177356,175304
3502903,Araçoiaba da Serra (SP),0.9826,18665,18341
3503000,Aramina (SP),0.9998,4811,4810
3503109,Arandu (SP),0.9930,4596,4564
3503158,Arapeí (SP),0.9935,1836,1824
3503208,Araraquara (SP),0.9802,200956,196976
3503307,Araras (SP),0.9938,111624,110935
3503356,Arco-Íris (SP),1.0000,1097,1097
3503406,Arealva (SP),0.9946,6154,6121
3503505,Areias (SP),0.9905,2431,2408
3503604,Areiópolis (SP),0.9925,9390,9320
3503703,Ariranha (SP),1.0000,8065,8065
3503802,Artur Nogueira (SP),0.9901,40120,39722
3503901,Arujá (SP),0.9764,71717,70026
3503950,Aspásia (SP),0.9976,1252,1249
3504008,Assis (SP),0.9134,90768,82903
3504107,Atibaia (SP),0.9520,97295,92621
3504206,Auriflama (SP),0.9694,12926,12531
3504305,Avaí (SP),0.9796,3288,3221
3504404,Avanhandava (SP),0.9982,9549,9532
3504503,Avaré (SP),0.9751,77358,75434
3504602,Bady Bassitt (SP),0.9997,13654,13650
3504701,Balbinos (SP),0.9873,1178,1163
3504800,Bálsamo (SP),0.9987,7472,7462
3504909,Bananal (SP),0.9633,8098,7801
3505005,Barão de Antonina (SP),0.9953,1908,1899
3505104,Barbosa (SP),0.9993,5566,5562
3505203,Bariri (SP),0.9923,29861,29632
3505302,Barra Bonita (SP),0.9953,34435,34273
3505351,Barra do Chapéu (SP),1.0000,1544,1544
3505401,Barra do Turvo (SP),0.9978,3128,3121
3505500,Barretos (SP),0.9523,108225,103058
3505609,Barrinha (SP),0.9994,28127,28111
3505708,Barueri (SP),0.9222,235508,217174
3505807,Bastos (SP),1.0000,17595,17595
3505906,Batatais (SP),0.9854,49020,48302
3506003,Bauru (SP),0.9133,336374,307218
3506102,Bebedouro (SP),0.9840,70983,69847
3506201,Bento de Abreu (SP),0.9611,2444,2349
3506300,Bernardino de Campos (SP),1.0000,9592,9592
3506359,Bertioga (SP),0.9275,44906,41649
3506409,Bilac (SP),0.9983,6461,6450
3506508,Birigui (SP),0.9942,105317,104705
3506607,Biritiba-Mirim (SP),0.9771,19207,18767
3506706,Boa Esperança do Sul (SP),0.9020,12155,10964
3506805,Bocaina (SP),0.9714,9943,9659
3506904,Bofete (SP),1.0000,6130,6130
3507001,Boituva (SP),0.9907,43180,42779
3507100,Bom Jesus dos Perdões (SP),0.9894,17285,17102
3507159,Bom Sucesso de Itararé (SP),0.9922,2423,2404
3507209,Borá (SP),1.0000,627,627
3507308,Boracéia (SP),1.0000,3820,3820
3507407,Borborema (SP),0.9899,13029,12898
3507456,Borebi (SP),1.0000,1987,1987
3507506,Botucatu (SP),0.9789,122221,119637
3507605,Bragança Paulista (SP),0.9757,126212,123147
3507704,Braúna (SP),0.9964,4389,4373
3507753,Brejo Alegre (SP),1.0000,2107,2107
3507803,Brodowski (SP),0.9933,20548,20410
3507902,Brotas (SP),0.9859,19445,19171
3508009,Buri (SP),0.9914,15121,14991
3508108,Buritama (SP),1.0000,14455,14455
3508207,Buritizal (SP),0.9936,3299,3278
3508306,Cabrália Paulista (SP),0.9870,3768,3719
3508405,Cabreúva (SP),0.9741,37633,36659
3508504,Caçapava (SP),0.9253,79257,73334
3508603,Cachoeira Paulista (SP),0.9708,24423,23711
3508702,Caconde (SP),0.9988,12499,12484
3508801,Cafelândia (SP),0.9913,14359,14234
3508900,Caiabu (SP),0.9980,2930,2924
3509007,Caieiras (SP),0.9643,81851,78926
3509106,Caiuá (SP),0.9689,1930,1870
3509205,Cajamar (SP),0.8688,57297,49778
3509254,Cajati (SP),0.8321,20660,17192
3509304,Cajobi (SP),1.0000,9119,9119
3509403,Cajuru (SP),0.9459,20190,19097
3509452,Campina do Monte Alegre (SP),0.9778,4683,4579
3509502,Campinas (SP),0.9494,1004839,953979
3509601,Campo Limpo Paulista (SP),0.9267,72014,66738
3509700,Campos do Jordão (SP),0.9712,40088,38934
3509809,Campos Novos Paulista (SP),0.9835,3525,3467
3509908,Cananéia (SP),0.7973,8288,6608
3509957,Canas (SP),0.9880,4069,4020
3510005,Cândido Mota (SP),0.9766,27910,27257
3510104,Cândido Rodrigues (SP),1.0000,2153,2153
3510153,Canitar (SP),0.9073,4131,3748
3510203,Capão Bonito (SP),0.9396,37640,35368
3510302,Capela do Alto (SP),0.9235,14221,13133
3510401,Capivari (SP),0.9559,42954,41060
3510500,Caraguatatuba (SP),0.8644,96599,83501
3510609,Carapicuíba (SP),0.9181,346271,317922
3510708,Cardoso (SP),0.9978,10691,10667
3510807,Casa Branca (SP),0.9970,22976,22907
3510906,Cássia dos Coqueiros (SP),0.9938,1785,1774
3511003,Castilho (SP),0.9841,13561,13346
3511102,Catanduva (SP),0.9950,111400,110841
3511201,Catiguá (SP),0.9976,6556,6540
3511300,Cedral (SP),0.9903,6275,6214
3511409,Cerqueira César (SP),0.9978,15619,15585
3511508,Cerquilho (SP),0.9422,37471,35307
3511607,Cesário Lange (SP),0.9948,10475,10421
3511706,Charqueada (SP),0.9474,11916,11289
3511904,Clementina (SP),1.0000,6706,6706
3512001,Colina (SP),0.9862,16163,15940
3512100,Colômbia (SP),1.0000,4319,4319
3512209,Conchal (SP),0.9806,23787,23326
3512308,Conchas (SP),0.9965,13127,13081
3512407,Cordeirópolis (SP),0.9876,18065,17841
3512506,Coroados (SP),0.9995,4241,4239
3512605,Coronel Macedo (SP),0.9964,3863,3849
3512704,Corumbataí (SP),1.0000,2091,2091
3512803,Cosmópolis (SP),0.9648,54542,52621
3512902,Cosmorama (SP),0.9988,4920,4914
3513009,Cotia (SP),0.8379,174780,146440
3513108,Cravinhos (SP),0.9987,30835,30794
3513207,Cristais Paulista (SP),0.9996,5525,5523
3513306,Cruzália (SP),0.9854,1510,1488
3513405,Cruzeiro (SP),0.9905,74932,74218
3513504,Cubatão (SP),0.9769,69434,67828
3513603,Cunha (SP),0.9875,12078,11927
3513702,Descalvado (SP),0.9930,27614,27422
3513801,Diadema (SP),0.9100,349014,317606
3513850,Dirce Reis (SP),1.0000,1279,1279
3513900,Divinolândia (SP),1.0000,7471,7471
3514007,Dobrada (SP),1.0000,7756,7756
3514106,Dois Córregos (SP),0.9817,23371,22944
3514205,Dolcinópolis (SP),0.9630,1946,1874
3514304,Dourado (SP),1.0000,7834,7834
3514403,Dracena (SP),0.9888,39486,39044
3514502,Duartina (SP),0.9924,10947,10864
3514601,Dumont (SP),0.9862,7851,7743
3514700,Echaporã (SP),0.9980,5020,5010
3514809,Eldorado (SP),0.9869,7186,7092
3514908,Elias Fausto (SP),0.9895,12535,12403
3514924,Elisiário (SP),1.0000,2839,2839
3514957,Embaúba (SP),1.0000,2060,2060
3515004,Embu das Artes (SP),0.8736,226818,198148
3515103,Embu-Guaçu (SP),0.9524,60772,57882
3515129,Emilianópolis (SP),1.0000,2497,2497
3515152,Engenheiro Coelho (SP),0.8906,10325,9195
3515186,Espírito Santo do Pinhal (SP),0.9698,36851,35737
3515194,Espírito Santo do Turvo (SP),0.9989,3626,3622
3515202,Estrela d'Oeste (SP),1.0000,6606,6606
3515301,Estrela do Norte (SP),0.9971,2092,2086
3515350,Euclides da Cunha Paulista (SP),0.9767,6085,5943
3515400,Fartura (SP),0.9754,12134,11835
3515509,Fernandópolis (SP),0.9757,62531,61012
3515608,Fernando Prestes (SP),1.0000,4683,4683
3515657,Fernão (SP),1.0000,850,850
3515707,Ferraz de Vasconcelos (SP),0.8484,161436,136965
3515806,Flora Rica (SP),0.9951,1416,1409
3515905,Floreal (SP),1.0000,2434,2434
3516002,Flórida Paulista (SP),0.9976,10109,10085
3516101,Florínia (SP),1.0000,2511,2511
3516200,Franca (SP),0.9597,312230,299645
3516309,Francisco Morato (SP),0.9660,143617,138738
3516408,Franco da Rocha (SP),0.9715,109694,106569
3516507,Gabriel Monteiro (SP),1.0000,2254,2254
3516606,Gália (SP),0.9965,5194,5176
3516705,Garça (SP),0.8940,38895,34774
3516804,Gastão Vidigal (SP),1.0000,3748,3748
3516853,Gavião Peixoto (SP),1.0000,3573,3573
3516903,General Salgado (SP),0.9946,9017,8968
3517000,Getulina (SP),0.9832,8316,8176
3517109,Glicério (SP),1.0000,3345,3345
3517208,Guaiçara (SP),0.9982,9687,9670
3517307,Guaimbê (SP),0.9994,4738,4735
3517406,Guaíra (SP),0.9963,35989,35855
3517505,Guapiaçu (SP),0.9979,15753,15720
3517604,Guapiara (SP),0.8872,7210,6397
3517703,Guará (SP),0.9878,19136,18902
3517802,Guaraçaí (SP),0.9929,6634,6587
3517901,Guaraci (SP),0.9877,8908,8798
3518008,Guarani d'Oeste (SP),1.0000,1728,1728
3518107,Guarantã (SP),1.0000,5438,5438
